1 	2 	2000.0
3 	4 	10000.0
5 	6 	1000.0
7 	8 	1500.0
7 	9 	4000.0
7 	10 	1500.0
7 	11 	5000.0
7 	12 	5000.0
13 	10 	500.0
14 	6 	2000.0
15 	2 	6000.0
16 	17 	2000.0
4 	18 	4000.0
21 	2 	1000.0
22 	6 	2000.0
23 	24 	500.0
25 	6 	2000.0
26 	27 	40000.0
28 	6 	1000.0
29 	6 	1000.0
32 	2 	2000.0
33 	2 	7000.0
34 	2 	1000.0
35 	2 	3000.0
27 	36 	33600.0
27 	37 	38000.0
27 	38 	32000.0
27 	39 	62000.0
27 	40 	34200.0
27 	41 	77600.0
27 	42 	32160.0
27 	43 	20400.0
27 	44 	65600.0
45 	2 	1000.0
48 	6 	3000.0
49 	50 	4000.0
51 	12 	500.0
52 	6 	1000.0
55 	56 	12000.0
57 	58 	1000.0
59 	2 	2000.0
61 	6 	2000.0
62 	6 	500.0
63 	6 	1000.0
64 	6 	1000.0
65 	2 	1000.0
66 	2 	5000.0
67 	17 	1000.0
68 	2 	1000.0
69 	8 	1000.0
70 	2 	2000.0
71 	2 	2000.0
72 	73 	100.0
74 	6 	3000.0
75 	2 	2000.0
77 	3 	4000.0
77 	18 	4000.0
78 	6 	2000.0
79 	6 	1000.0
80 	6 	3000.0
86 	87 	300.0
88 	89 	1000.0
88 	90 	1100.0
88 	91 	900.0
92 	17 	2000.0
93 	2 	88000.0
97 	17 	3000.0
98 	12 	600.0
99 	17 	300.0
100 	2 	1000.0
101 	103 	2000.0
101 	104 	600.0
105 	2 	1000.0
106 	6 	6000.0
107 	17 	1000.0
108 	6 	1000.0
109 	6 	1000.0
110 	6 	2000.0
111 	60 	4000.0
114 	17 	500.0
115 	27 	40000.0
116 	17 	140000.0
118 	2 	300.0
119 	2 	2000.0
120 	6 	2000.0
121 	6 	1000.0
122 	6 	2000.0
124 	18 	4000.0
125 	6 	1000.0
126 	17 	9000.0
24 	60 	4000.0
24 	127 	600.0
129 	6 	1000.0
47 	86 	1200.0
130 	27 	400.0
135 	6 	300.0
136 	137 	2000.0
138 	2 	500.0
139 	2 	1000.0
140 	6 	2000.0
141 	82 	7000.0
141 	83 	7000.0
141 	54 	1.0
141 	85 	7501.0
142 	6 	4000.0
143 	144 	900.0
143 	50 	500.0
143 	145 	800.0
143 	146 	800.0
148 	6 	1000.0
56 	149 	300.0
56 	55 	300.0
56 	96 	600.0
56 	6 	30000.0
150 	6 	9000.0
151 	2 	1000.0
151 	17 	1000.0
152 	12 	500.0
153 	6 	1000.0
154 	18 	8000.0
155 	2 	1000.0
156 	2 	3000.0
157 	6 	3000.0
2 	1 	15000.0
2 	159 	9000.0
2 	162 	23000.0
2 	163 	13000.0
2 	165 	200.0
2 	167 	200.0
2 	168 	200.0
2 	16 	200.0
2 	170 	200.0
2 	171 	200.0
2 	172 	400.0
2 	173 	6200.0
2 	176 	20000.0
2 	179 	200.0
2 	180 	600.0
2 	34 	200.0
2 	182 	400.0
2 	184 	1000.0
2 	185 	16000.0
2 	186 	800.0
2 	187 	800.0
2 	188 	1600.0
2 	189 	5000.0
2 	190 	5000.0
2 	195 	43000.0
2 	196 	1000.0
2 	198 	16000.0
2 	199 	10000.0
2 	68 	200.0
2 	201 	6200.0
2 	70 	200.0
2 	206 	600.0
2 	207 	4000.0
2 	208 	200.0
2 	209 	9000.0
2 	210 	14000.0
2 	211 	20000.0
2 	214 	1800.0
2 	215 	2400.0
2 	216 	600.0
2 	217 	200.0
2 	219 	14000.0
2 	220 	600.0
2 	222 	200.0
2 	223 	1200.0
2 	224 	200.0
2 	225 	600.0
2 	228 	5000.0
2 	229 	1400.0
2 	230 	1400.0
2 	231 	1000.0
2 	233 	200.0
2 	236 	600.0
2 	241 	200.0
2 	242 	200.0
2 	100 	600.0
2 	243 	25200.0
2 	244 	3000.0
2 	245 	400.0
2 	246 	400.0
2 	107 	1200.0
2 	248 	3000.0
2 	249 	16000.0
2 	250 	400.0
2 	252 	16000.0
2 	255 	14400.0
2 	118 	2400.0
2 	256 	200.0
2 	119 	200.0
2 	257 	600.0
2 	258 	8000.0
2 	262 	1000.0
2 	263 	6400.0
2 	264 	13000.0
2 	265 	400.0
2 	266 	4000.0
2 	272 	200.0
2 	273 	200.0
2 	274 	200.0
2 	276 	6200.0
2 	277 	2800.0
2 	278 	17200.0
2 	279 	400.0
2 	281 	200.0
2 	282 	600.0
2 	284 	13000.0
2 	147 	12000.0
2 	285 	400.0
2 	286 	200.0
2 	289 	400.0
2 	291 	400.0
2 	292 	8200.0
2 	293 	200.0
2 	294 	20000.0
2 	295 	400.0
2 	297 	17000.0
2 	300 	20000.0
2 	301 	200.0
2 	302 	80400.0
2 	305 	7000.0
2 	306 	6000.0
2 	307 	400.0
2 	311 	200.0
2 	312 	200.0
2 	315 	200.0
2 	317 	200.0
2 	318 	13000.0
2 	320 	600.0
2 	321 	10000.0
2 	323 	200.0
2 	327 	200.0
2 	328 	5000.0
2 	330 	600.0
2 	331 	6200.0
2 	333 	200.0
2 	334 	1980000.0
2 	336 	6000.0
2 	337 	6000.0
2 	338 	12200.0
2 	339 	1600.0
2 	340 	400.0
2 	341 	20000.0
2 	342 	7000.0
2 	343 	200.0
2 	344 	12000.0
2 	346 	10000.0
2 	348 	600.0
2 	350 	17000.0
2 	18 	4000.0
2 	352 	10000.0
2 	353 	600.0
2 	355 	200.0
2 	356 	200.0
2 	357 	20000.0
2 	358 	14000.0
2 	359 	13000.0
2 	360 	26000.0
2 	362 	12000.0
2 	365 	600.0
2 	367 	9000.0
2 	368 	5000.0
2 	370 	12000.0
2 	371 	200.0
2 	372 	600.0
2 	374 	200.0
2 	375 	600.0
2 	379 	400.0
2 	380 	400.0
2 	381 	200.0
2 	382 	12000.0
2 	385 	22000.0
2 	390 	16000.0
2 	393 	11200.0
2 	394 	7000.0
2 	395 	7200.0
2 	399 	400.0
400 	18 	6000.0
401 	2 	3000.0
401 	17 	3000.0
403 	6 	1000.0
404 	6 	3000.0
405 	2 	2000.0
406 	2 	2000.0
407 	6 	3000.0
408 	2 	2000.0
409 	2 	2000.0
410 	20 	1000.0
411 	17 	1177000.0
412 	111 	500.0
315 	2 	2000.0
10 	413 	1000.0
414 	6 	1000.0
87 	86 	4000.0
415 	6 	3000.0
133 	115 	602000.0
416 	6 	1000.0
417 	6 	3000.0
418 	27 	225000.0
58 	6 	6000.0
419 	6 	5000.0
420 	422 	800.0
420 	424 	1600.0
425 	2 	2000.0
