459 	0392 	4787796.0 	10
476 	0158 	839894.0 	2
704 	0158 	1713066.0 	4
2112 	0392 	2986804.0 	7
2527 	0158 	416559.0 	1
423 	0158 	2566842.0 	6
987 	6730 	1060000.0 	3
2786 	0158 	850647.0 	3
2862 	0158 	3381232.0 	8
3670 	0158 	5917220.0 	36
3708 	3990 	1700000.0 	7
2564 	0158 	2910097.0 	7
1487 	0392 	7111.0 	1
2460 	0392 	14134.0 	2
2621 	0392 	3324547.0 	14
847 	0158 	2911478.0 	7
959 	0158 	3327954.0 	8
1407 	0158 	6826940.0 	16
1705 	0158 	2543246.0 	6
1797 	0392 	1039175.0 	6
2602 	0158 	3394520.0 	8
709 	0392 	21928.0 	3
2554 	0392 	3985434.0 	15
1083 	5620 	2970000.0 	6
3988 	0392 	3982233.0 	5
429 	0392 	1.0958677E7 	14
1527 	0158 	1699708.0 	4
3086 	0392 	3319131.0 	14
3271 	6020 	1000000.0 	1
3419 	7110 	400000.0 	2
3499 	0392 	8286144.0 	26
3794 	0392 	8587909.0 	28
1769 	0158 	3327954.0 	8
1068 	0392 	6931822.0 	28
2615 	0392 	3971118.0 	19
386 	0392 	2987419.0 	15
447 	0392 	14313.0 	2
1024 	0158 	1485128.0 	5
1559 	0158 	3568148.0 	11
1849 	0158 	849908.0 	2
1180 	0158 	1696894.0 	5
1530 	0392 	3321078.0 	12
2537 	0158 	2558028.0 	6
3475 	0158 	8687237.0 	34
414 	0392 	7111.0 	1
3598 	0392 	1510359.0 	9
1290 	0392 	21623.0 	3
1802 	0158 	6343519.0 	15
1844 	0158 	3116241.0 	8
555 	0158 	1661736.0 	4
2042 	0158 	839286.0 	2
334 	0158 	1709960.0 	4
770 	0158 	2974258.0 	7
1899 	0392 	4115622.0 	15
1931 	5850 	10000.0 	1
1489 	0608 	358580.0 	2
3734 	0158 	2548998.0 	6
870 	0392 	5287533.0 	22
3398 	0392 	5298854.0 	25
3779 	0392 	1.7602293E7 	33
192 	0158 	5125422.0 	12
1529 	0158 	6461465.0 	27
3662 	0392 	14313.0 	2
378 	0158 	429314.0 	1
2827 	0392 	4965708.0 	21
2892 	0392 	2003774.0 	11
3684 	0392 	987466.0 	2
4089 	0392 	2835422.0 	14
1113 	0392 	6645098.0 	32
1760 	0158 	2543881.0 	7
3634 	0158 	7972500.0 	20
560 	3990 	1000000.0 	4
3287 	0392 	5186850.0 	23
1089 	0392 	2500498.0 	12
1866 	5950 	1280000.0 	4
1962 	0158 	1705915.0 	5
2759 	0392 	2992763.0 	13
409 	0158 	3685805.0 	16
101 	0158 	839894.0 	2
1507 	0158 	1708448.0 	4
2232 	6140 	250000.0 	1
3714 	0158 	1705068.0 	4
263 	0392 	7427546.0 	36
2213 	0392 	3957027.0 	18
2290 	0158 	835709.0 	3
2401 	0158 	1550503.0 	5
2677 	0158 	2136.0 	1
364 	0392 	2236441.0 	8
921 	0392 	1.0530125E7 	44
2035 	0158 	1750319.0 	6
3023 	0158 	2132180.0 	5
876 	0158 	6826520.0 	18
1754 	0158 	5924182.0 	15
193 	0392 	1.1074232E7 	29
1794 	0158 	2556758.0 	6
1824 	0392 	994656.0 	5
2010 	0392 	8056258.0 	35
2509 	3750 	420000.0 	3
2924 	0158 	3772773.0 	9
3432 	0158 	1708876.0 	4
3794 	0158 	587925.0 	4
1174 	0392 	2987832.0 	4
1438 	0158 	3374274.0 	8
3657 	0158 	1714192.0 	4
3712 	0158 	6202488.0 	27
163 	0158 	833424.0 	2
1585 	0392 	2359164.0 	11
2520 	0392 	8934523.0 	11
255 	0158 	1702722.0 	4
434 	0158 	1677278.0 	4
1923 	0158 	5071370.0 	12
2697 	0392 	41378.0 	2
3604 	0392 	4698454.0 	21
3955 	4770 	20000.0 	2
181 	0158 	3383142.0 	8
340 	0392 	1010569.0 	6
374 	0158 	2562312.0 	6
528 	0392 	9519448.0 	49
1379 	0158 	3419244.0 	9
2646 	0392 	3983352.0 	18
470 	0158 	1695720.0 	4
2206 	6900 	80000.0 	2
2213 	5510 	10000.0 	1
2865 	3050 	20000.0 	2
897 	0158 	1676186.0 	4
1755 	0158 	1056738.0 	3
3145 	6020 	2000000.0 	3
3570 	0392 	6966056.0 	29
3679 	0158 	2985500.0 	12
1090 	0158 	105327.0 	1
1371 	0158 	1715195.0 	5
1419 	0158 	839894.0 	2
1873 	0158 	1672516.0 	4
94 	0158 	850646.0 	2
913 	0392 	4280258.0 	17
2244 	0392 	2966169.0 	4
2604 	0158 	9824702.0 	31
2725 	0392 	4459962.0 	20
3106 	0392 	1322863.0 	6
2735 	0392 	2493509.0 	11
851 	0158 	1712514.0 	5
886 	0392 	1008459.0 	3
1427 	0392 	986153.0 	4
1781 	0158 	6710014.0 	16
2792 	0158 	1705914.0 	4
3278 	0158 	2543880.0 	6
341 	0392 	2017452.0 	12
867 	0392 	7608570.0 	29
986 	0392 	1.0725121E7 	18
2667 	0392 	7634062.0 	25
3403 	0158 	1706178.0 	4
3697 	0158 	3324213.0 	9
3855 	0158 	4227930.0 	10
1168 	0392 	3942969.0 	17
2122 	0158 	1679788.0 	4
2671 	0392 	2953746.0 	3
3179 	5620 	2460000.0 	5
4012 	0158 	849908.0 	2
138 	0392 	4787796.0 	10
247 	0158 	914832.0 	5
660 	0392 	2493509.0 	11
2304 	5950 	40000.0 	2
3222 	0158 	2993730.0 	7
1446 	0158 	2574880.0 	6
1806 	0158 	3740782.0 	10
2571 	0158 	4607414.0 	13
3527 	0158 	4228462.0 	10
3719 	0158 	2516038.0 	6
1051 	0158 	1705914.0 	4
2327 	0392 	2987832.0 	4
3514 	3940 	10000.0 	1
496 	0158 	1797381.0 	5
1686 	0158 	1710428.0 	4
2079 	0158 	5067142.0 	12
3160 	0392 	7111.0 	1
3345 	0158 	1675976.0 	4
2184 	0158 	1708876.0 	4
3328 	0158 	5556717.0 	13
1220 	0392 	7124.0 	1
1270 	0158 	522781.0 	2
1813 	1210 	890000.0 	14
2326 	0158 	3341976.0 	10
3149 	5320 	10000.0 	1
773 	0392 	5312687.0 	22
963 	0392 	7056.0 	1
20 	0158 	839894.0 	2
798 	5840 	880000.0 	5
