637 	d25 	65 	141721 	100
85 	d25 	523 	165602 	4000
523 	d25 	85 	165602 	4000
87 	d41 	662 	104501 	1000
662 	d41 	87 	104501 	1000
89 	d41 	662 	115319 	1000
662 	d41 	89 	115319 	1000
662 	d47 	499 	143620 	300
499 	d47 	662 	143620 	300
662 	d47 	499 	143620 	300
499 	d47 	662 	143620 	300
662 	d47 	471 	145014 	300
471 	d47 	662 	145014 	300
662 	d47 	471 	145014 	300
471 	d47 	662 	145014 	300
662 	d47 	545 	144711 	300
545 	d47 	662 	144711 	300
662 	d47 	545 	144711 	300
545 	d47 	662 	144711 	300
662 	d59 	98 	105655 	10000
98 	d59 	662 	105655 	10000
662 	d59 	98 	105655 	10000
98 	d59 	662 	105655 	10000
662 	d48 	636 	135843 	300
636 	d48 	662 	135843 	300
662 	d48 	636 	135843 	300
636 	d48 	662 	135843 	300
101 	d55 	662 	105735 	1000
662 	d55 	101 	105735 	1000
103 	d34 	662 	152747 	1000
662 	d34 	103 	152747 	1000
105 	d89 	1918 	093642 	2000
1918 	d89 	105 	093642 	2000
636 	d48 	662 	145607 	2000
662 	d48 	636 	145607 	2000
575 	d34 	1911 	155020 	15000
1911 	d34 	575 	155020 	15000
662 	d73 	111 	170801 	6000
111 	d73 	662 	170801 	6000
662 	d73 	111 	170801 	6000
111 	d73 	662 	170801 	6000
10 	d73 	662 	152607 	2000
662 	d73 	10 	152607 	2000
662 	d70 	114 	111440 	6000
114 	d70 	662 	111440 	6000
662 	d70 	114 	111440 	6000
114 	d70 	662 	111440 	6000
600 	d25 	662 	140850 	30000
662 	d25 	600 	140850 	30000
116 	d45 	662 	130246 	1000
662 	d45 	116 	130246 	1000
662 	d63 	119 	183811 	3000
119 	d63 	662 	183811 	3000
662 	d63 	119 	183811 	3000
119 	d63 	662 	183811 	3000
569 	d41 	662 	104420 	1000
662 	d41 	569 	104420 	1000
569 	d41 	662 	104420 	1000
662 	d41 	569 	104420 	1000
569 	d41 	662 	104420 	1000
662 	d41 	569 	104420 	1000
124 	d89 	1918 	093722 	2000
1918 	d89 	124 	093722 	2000
126 	d42 	662 	100557 	1000
662 	d42 	126 	100557 	1000
105 	d87 	1918 	163317 	3000
1918 	d87 	105 	163317 	3000
65 	d25 	597 	141920 	100
597 	d25 	65 	141920 	100
130 	d32 	575 	095014 	4000
575 	d32 	130 	095014 	4000
130 	d32 	575 	095014 	4000
575 	d32 	130 	095014 	4000
662 	d78 	134 	110617 	1000
134 	d78 	662 	110617 	1000
662 	d78 	134 	110617 	1000
134 	d78 	662 	110617 	1000
662 	d78 	136 	115256 	5000
136 	d78 	662 	115256 	5000
662 	d78 	136 	115256 	5000
136 	d78 	662 	115256 	5000
137 	d17 	384 	101245 	500
384 	d17 	137 	101245 	500
139 	d46 	662 	114200 	3000
662 	d46 	139 	114200 	3000
662 	d46 	499 	175322 	300
499 	d46 	662 	175322 	300
662 	d46 	499 	175322 	300
499 	d46 	662 	175322 	300
1918 	d82 	144 	115421 	4500
144 	d82 	1918 	115421 	4500
1918 	d82 	144 	115421 	4500
144 	d82 	1918 	115421 	4500
145 	d91 	1918 	134252 	1000
1918 	d91 	145 	134252 	1000
147 	d34 	149 	154009 	1000
149 	d34 	147 	154009 	1000
147 	d34 	149 	154009 	1000
149 	d34 	147 	154009 	1000
662 	d78 	651 	110427 	7100
651 	d78 	662 	110427 	7100
662 	d78 	651 	110427 	7100
651 	d78 	662 	110427 	7100
510 	d25 	600 	130717 	4000
600 	d25 	510 	130717 	4000
510 	d25 	600 	130717 	4000
600 	d25 	510 	130717 	4000
662 	d70 	653 	111058 	9000
653 	d70 	662 	111058 	9000
662 	d70 	653 	111058 	9000
653 	d70 	662 	111058 	9000
1918 	d81 	584 	131625 	3500
584 	d81 	1918 	131625 	3500
1918 	d81 	584 	131625 	3500
584 	d81 	1918 	131625 	3500
662 	d52 	160 	154726 	300
160 	d52 	662 	154726 	300
662 	d52 	160 	154726 	300
160 	d52 	662 	154726 	300
662 	d52 	162 	154638 	300
162 	d52 	662 	154638 	300
662 	d52 	162 	154638 	300
162 	d52 	662 	154638 	300
662 	d25 	318 	142352 	300
318 	d25 	662 	142352 	300
662 	d25 	318 	142352 	300
318 	d25 	662 	142352 	300
165 	d11 	643 	134730 	100
643 	d11 	165 	134730 	100
662 	d79 	168 	114334 	14000
168 	d79 	662 	114334 	14000
662 	d79 	168 	114334 	14000
168 	d79 	662 	114334 	14000
1918 	d82 	170 	162425 	6500
170 	d82 	1918 	162425 	6500
1918 	d82 	170 	162425 	6500
170 	d82 	1918 	162425 	6500
171 	d13 	565 	140241 	500
565 	d13 	171 	140241 	500
662 	d46 	471 	175416 	300
471 	d46 	662 	175416 	300
662 	d46 	471 	175416 	300
471 	d46 	662 	175416 	300
175 	d10 	654 	164202 	20000
654 	d10 	175 	164202 	20000
662 	d73 	178 	170931 	5000
178 	d73 	662 	170931 	5000
662 	d73 	178 	170931 	5000
178 	d73 	662 	170931 	5000
662 	d73 	249 	142519 	5000
249 	d73 	662 	142519 	5000
662 	d73 	249 	142519 	5000
249 	d73 	662 	142519 	5000
65 	d26 	597 	102137 	100
597 	d26 	65 	102137 	100
662 	d73 	183 	171709 	7000
183 	d73 	662 	171709 	7000
662 	d73 	183 	171709 	7000
183 	d73 	662 	171709 	7000
662 	d73 	185 	171810 	5000
185 	d73 	662 	171810 	5000
662 	d73 	185 	171810 	5000
185 	d73 	662 	171810 	5000
186 	d44 	662 	114331 	2000
662 	d44 	186 	114331 	2000
1911 	d82 	525 	162936 	300
525 	d82 	1911 	162936 	300
1911 	d82 	525 	162936 	300
525 	d82 	1911 	162936 	300
1918 	d81 	540 	141226 	6000
540 	d81 	1918 	141226 	6000
1918 	d81 	540 	141226 	6000
540 	d81 	1918 	141226 	6000
65 	d25 	655 	141846 	100
655 	d25 	65 	141846 	100
165 	d15 	369 	010438 	200
369 	d15 	165 	010438 	200
1918 	d83 	195 	165013 	10000
195 	d83 	1918 	165013 	10000
1918 	d83 	195 	165013 	10000
195 	d83 	1918 	165013 	10000
662 	d29 	575 	082712 	3000
575 	d29 	662 	082712 	3000
662 	d29 	575 	082712 	3000
575 	d29 	662 	082712 	3000
662 	d68 	199 	111054 	10000
199 	d68 	662 	111054 	10000
662 	d68 	199 	111054 	10000
199 	d68 	662 	111054 	10000
19 	d9 	571 	134930 	100
571 	d9 	19 	134930 	100
201 	d10 	478 	125103 	800
478 	d10 	201 	125103 	800
1918 	d82 	204 	152720 	5000
204 	d82 	1918 	152720 	5000
1918 	d82 	204 	152720 	5000
204 	d82 	1918 	152720 	5000
205 	d34 	594 	140547 	1
594 	d34 	205 	140547 	1
662 	d40 	208 	171847 	300
208 	d40 	662 	171847 	300
662 	d40 	208 	171847 	300
208 	d40 	662 	171847 	300
209 	d2 	563 	110514 	500
563 	d2 	209 	110514 	500
662 	d37 	424 	082100 	1000
424 	d37 	662 	082100 	1000
662 	d37 	424 	082100 	1000
424 	d37 	662 	082100 	1000
13 	d72 	662 	155403 	1000
662 	d72 	13 	155403 	1000
19 	d10 	520 	160202 	100
520 	d10 	19 	160202 	100
215 	d32 	575 	104706 	3000
575 	d32 	215 	104706 	3000
215 	d32 	575 	104706 	3000
575 	d32 	215 	104706 	3000
1911 	d82 	529 	161452 	300
529 	d82 	1911 	161452 	300
1911 	d82 	529 	161452 	300
529 	d82 	1911 	161452 	300
220 	d20 	654 	210655 	25000
654 	d20 	220 	210655 	25000
654 	d20 	223 	205034 	10200
223 	d20 	654 	205034 	10200
654 	d20 	223 	205034 	10200
223 	d20 	654 	205034 	10200
165 	d11 	643 	134409 	100
643 	d11 	165 	134409 	100
225 	d35 	575 	100120 	1000
575 	d35 	225 	100120 	1000
225 	d35 	575 	100120 	1000
575 	d35 	225 	100120 	1000
1918 	d85 	229 	155949 	8000
229 	d85 	1918 	155949 	8000
1918 	d85 	229 	155949 	8000
229 	d85 	1918 	155949 	8000
662 	d61 	231 	162926 	10000
231 	d61 	662 	162926 	10000
662 	d61 	231 	162926 	10000
231 	d61 	662 	162926 	10000
654 	d20 	233 	204414 	16800
233 	d20 	654 	204414 	16800
654 	d20 	233 	204414 	16800
233 	d20 	654 	204414 	16800
234 	d14 	607 	092528 	500
607 	d14 	234 	092528 	500
236 	d43 	662 	131137 	2000
662 	d43 	236 	131137 	2000
1918 	d81 	239 	131408 	10000
239 	d81 	1918 	131408 	10000
1918 	d81 	239 	131408 	10000
239 	d81 	1918 	131408 	10000
19 	d8 	571 	152303 	100
571 	d8 	19 	152303 	100
241 	d42 	662 	094835 	1000
662 	d42 	241 	094835 	1000
662 	d65 	244 	092625 	10000
244 	d65 	662 	092625 	10000
662 	d65 	244 	092625 	10000
244 	d65 	662 	092625 	10000
607 	d14 	246 	111503 	300
246 	d14 	607 	111503 	300
607 	d14 	246 	111503 	300
246 	d14 	607 	111503 	300
649 	d48 	662 	145435 	2000
662 	d48 	649 	145435 	2000
662 	d71 	249 	091130 	4000
249 	d71 	662 	091130 	4000
662 	d71 	249 	091130 	4000
249 	d71 	662 	091130 	4000
250 	d20 	252 	131503 	300
252 	d20 	250 	131503 	300
250 	d20 	252 	131503 	300
252 	d20 	250 	131503 	300
654 	d20 	254 	204723 	17100
254 	d20 	654 	204723 	17100
654 	d20 	254 	204723 	17100
254 	d20 	654 	204723 	17100
72 	d51 	662 	211130 	1000
662 	d51 	72 	211130 	1000
74 	d6 	621 	123614 	1500
621 	d6 	74 	123614 	1500
257 	d48 	662 	140108 	1000
662 	d48 	257 	140108 	1000
259 	d43 	662 	084116 	1000
662 	d43 	259 	084116 	1000
662 	d78 	262 	110654 	2000
262 	d78 	662 	110654 	2000
662 	d78 	262 	110654 	2000
262 	d78 	662 	110654 	2000
263 	d39 	662 	112434 	1000
662 	d39 	263 	112434 	1000
662 	d39 	266 	122926 	10000
266 	d39 	662 	122926 	10000
662 	d39 	266 	122926 	10000
266 	d39 	662 	122926 	10000
267 	d39 	662 	172556 	2000
662 	d39 	267 	172556 	2000
269 	d39 	662 	172637 	2000
662 	d39 	269 	172637 	2000
449 	d2 	272 	110747 	500
272 	d2 	449 	110747 	500
449 	d2 	272 	110747 	500
272 	d2 	449 	110747 	500
1918 	d81 	274 	131522 	4000
274 	d81 	1918 	131522 	4000
1918 	d81 	274 	131522 	4000
274 	d81 	1918 	131522 	4000
662 	d73 	276 	103542 	10000
276 	d73 	662 	103542 	10000
662 	d73 	276 	103542 	10000
276 	d73 	662 	103542 	10000
277 	d31 	594 	082706 	1
594 	d31 	277 	082706 	1
279 	d41 	662 	102227 	1000
662 	d41 	279 	102227 	1000
662 	d73 	282 	103752 	10000
282 	d73 	662 	103752 	10000
662 	d73 	282 	103752 	10000
282 	d73 	662 	103752 	10000
283 	d4 	563 	151958 	500
563 	d4 	283 	151958 	500
285 	d73 	662 	183914 	1000
662 	d73 	285 	183914 	1000
287 	d42 	662 	094932 	1000
662 	d42 	287 	094932 	1000
19 	d8 	585 	174402 	100
585 	d8 	19 	174402 	100
19 	d9 	571 	134426 	100
571 	d9 	19 	134426 	100
569 	d41 	662 	100126 	1000
662 	d41 	569 	100126 	1000
569 	d41 	662 	100126 	1000
662 	d41 	569 	100126 	1000
569 	d41 	662 	100126 	1000
662 	d41 	569 	100126 	1000
1918 	d82 	295 	155927 	6500
295 	d82 	1918 	155927 	6500
1918 	d82 	295 	155927 	6500
295 	d82 	1918 	155927 	6500
19 	d8 	585 	150648 	100
585 	d8 	19 	150648 	100
19 	d9 	571 	130230 	100
571 	d9 	19 	130230 	100
19 	d9 	520 	113327 	100
520 	d9 	19 	113327 	100
594 	d21 	300 	175642 	1600
300 	d21 	594 	175642 	1600
594 	d21 	300 	175642 	1600
300 	d21 	594 	175642 	1600
1918 	d82 	302 	115351 	4500
302 	d82 	1918 	115351 	4500
1918 	d82 	302 	115351 	4500
302 	d82 	1918 	115351 	4500
220 	d20 	654 	210438 	200000
654 	d20 	220 	210438 	200000
304 	d28 	662 	112814 	1000
662 	d28 	304 	112814 	1000
65 	d26 	655 	102157 	100
655 	d26 	65 	102157 	100
19 	d9 	585 	134309 	100
585 	d9 	19 	134309 	100
19 	d9 	520 	130351 	100
520 	d9 	19 	130351 	100
19 	d10 	520 	151108 	100
520 	d10 	19 	151108 	100
171 	d12 	409 	141939 	500
409 	d12 	171 	141939 	500
165 	d11 	643 	112602 	100
643 	d11 	165 	112602 	100
600 	d20 	510 	150832 	300
510 	d20 	600 	150832 	300
598 	d25 	600 	130448 	2000
600 	d25 	598 	130448 	2000
598 	d25 	600 	130448 	2000
600 	d25 	598 	130448 	2000
65 	d24 	655 	191447 	100
655 	d24 	65 	191447 	100
316 	d25 	318 	202335 	2000
318 	d25 	316 	202335 	2000
316 	d25 	318 	202335 	2000
318 	d25 	316 	202335 	2000
316 	d29 	575 	120025 	2000
575 	d29 	316 	120025 	2000
316 	d29 	575 	120025 	2000
575 	d29 	316 	120025 	2000
1918 	d33 	575 	165900 	2000
575 	d33 	1918 	165900 	2000
1918 	d33 	575 	165900 	2000
575 	d33 	1918 	165900 	2000
323 	d35 	324 	115906 	500000
324 	d35 	323 	115906 	500000
325 	d40 	662 	114341 	1000
662 	d40 	325 	114341 	1000
553 	d45 	662 	130027 	1000
662 	d45 	553 	130027 	1000
329 	d45 	662 	130205 	1000
662 	d45 	329 	130205 	1000
331 	d45 	662 	132139 	1000
662 	d45 	331 	132139 	1000
333 	d46 	662 	114457 	3000
662 	d46 	333 	114457 	3000
662 	d48 	499 	140205 	300
499 	d48 	662 	140205 	300
662 	d48 	499 	140205 	300
499 	d48 	662 	140205 	300
337 	d58 	662 	161917 	500
662 	d58 	337 	161917 	500
65 	d24 	597 	191424 	100
597 	d24 	65 	191424 	100
340 	d48 	662 	144810 	1000
662 	d48 	340 	144810 	1000
662 	d48 	649 	135932 	300
649 	d48 	662 	135932 	300
662 	d48 	649 	135932 	300
649 	d48 	662 	135932 	300
499 	d48 	662 	145641 	3000
662 	d48 	499 	145641 	3000
662 	d52 	346 	154546 	300
346 	d52 	662 	154546 	300
662 	d52 	346 	154546 	300
346 	d52 	662 	154546 	300
201 	d5 	514 	173909 	800
514 	d5 	201 	173909 	800
65 	d25 	597 	133155 	200
597 	d25 	65 	133155 	200
349 	d15 	654 	133721 	20000
654 	d15 	349 	133721 	20000
1918 	d82 	352 	162308 	6500
352 	d82 	1918 	162308 	6500
1918 	d82 	352 	162308 	6500
352 	d82 	1918 	162308 	6500
171 	d12 	607 	111424 	500
607 	d12 	171 	111424 	500
116 	d40 	662 	202609 	1000
662 	d40 	116 	202609 	1000
331 	d41 	662 	102304 	1000
662 	d41 	331 	102304 	1000
98 	d63 	662 	165910 	1000
662 	d63 	98 	165910 	1000
357 	d10 	643 	211844 	100
643 	d10 	357 	211844 	100
52 	d39 	662 	082327 	10000
662 	d39 	52 	082327 	10000
1911 	d82 	587 	175445 	300
587 	d82 	1911 	175445 	300
1911 	d82 	587 	175445 	300
587 	d82 	1911 	175445 	300
662 	d71 	363 	190536 	3500
363 	d71 	662 	190536 	3500
662 	d71 	363 	190536 	3500
363 	d71 	662 	190536 	3500
662 	d47 	499 	120117 	300
499 	d47 	662 	120117 	300
662 	d47 	499 	120117 	300
499 	d47 	662 	120117 	300
607 	d16 	642 	212302 	2000
642 	d16 	607 	212302 	2000
607 	d16 	642 	212302 	2000
642 	d16 	607 	212302 	2000
349 	d16 	654 	220509 	10000
654 	d16 	349 	220509 	10000
137 	d17 	369 	101306 	500
369 	d17 	137 	101306 	500
63 	d57 	662 	140612 	1000
662 	d57 	63 	140612 	1000
19 	d10 	585 	151338 	100
585 	d10 	19 	151338 	100
372 	d57 	662 	154228 	1000
662 	d57 	372 	154228 	1000
662 	d69 	375 	111731 	6700
375 	d69 	662 	111731 	6700
662 	d69 	375 	111731 	6700
375 	d69 	662 	111731 	6700
471 	d47 	662 	143905 	3000
662 	d47 	471 	143905 	3000
499 	d47 	662 	143534 	3000
662 	d47 	499 	143534 	3000
19 	d9 	585 	130324 	100
585 	d9 	19 	130324 	100
379 	d6 	603 	122822 	1000
603 	d6 	379 	122822 	1000
19 	d8 	520 	123628 	100
520 	d8 	19 	123628 	100
19 	d8 	585 	152204 	100
585 	d8 	19 	152204 	100
65 	d26 	637 	092105 	200
637 	d26 	65 	092105 	200
165 	d15 	384 	010538 	200
384 	d15 	165 	010538 	200
263 	d39 	662 	143119 	1000
662 	d39 	263 	143119 	1000
386 	d39 	662 	143210 	1000
662 	d39 	386 	143210 	1000
662 	d47 	471 	143948 	300
471 	d47 	662 	143948 	300
662 	d47 	471 	143948 	300
471 	d47 	662 	143948 	300
390 	d80 	1911 	142616 	300
1911 	d80 	390 	142616 	300
654 	d20 	393 	203748 	32800
393 	d20 	654 	203748 	32800
654 	d20 	393 	203748 	32800
393 	d20 	654 	203748 	32800
225 	d32 	575 	150412 	1000
575 	d32 	225 	150412 	1000
225 	d32 	575 	150412 	1000
575 	d32 	225 	150412 	1000
396 	d2 	398 	110351 	500
398 	d2 	396 	110351 	500
396 	d2 	398 	110351 	500
398 	d2 	396 	110351 	500
399 	d2 	603 	110846 	500
603 	d2 	399 	110846 	500
399 	d2 	603 	110846 	500
603 	d2 	399 	110846 	500
399 	d2 	603 	110846 	500
603 	d2 	399 	110846 	500
403 	d26 	594 	163539 	1
594 	d26 	403 	163539 	1
662 	d73 	406 	171055 	4000
406 	d73 	662 	171055 	4000
662 	d73 	406 	171055 	4000
406 	d73 	662 	171055 	4000
19 	d8 	571 	121150 	100
571 	d8 	19 	121150 	100
19 	d8 	520 	121021 	100
520 	d8 	19 	121021 	100
171 	d12 	409 	112051 	500
409 	d12 	171 	112051 	500
410 	d38 	662 	195452 	1000
662 	d38 	410 	195452 	1000
412 	d18 	414 	105133 	600
414 	d18 	412 	105133 	600
412 	d18 	414 	105133 	600
414 	d18 	412 	105133 	600
662 	d46 	416 	132902 	9500
416 	d46 	662 	132902 	9500
662 	d46 	416 	132902 	9500
416 	d46 	662 	132902 	9500
13 	d73 	662 	140716 	3000
662 	d73 	13 	140716 	3000
171 	d13 	607 	140039 	500
607 	d13 	171 	140039 	500
419 	d34 	662 	152657 	1000
662 	d34 	419 	152657 	1000
421 	d89 	1918 	093604 	2000
1918 	d89 	421 	093604 	2000
662 	d37 	424 	082227 	26000
424 	d37 	662 	082227 	26000
662 	d37 	424 	082227 	26000
424 	d37 	662 	082227 	26000
662 	d70 	426 	111755 	6000
426 	d70 	662 	111755 	6000
662 	d70 	426 	111755 	6000
426 	d70 	662 	111755 	6000
171 	d12 	565 	141918 	500
565 	d12 	171 	141918 	500
428 	d40 	662 	131018 	300
662 	d40 	428 	131018 	300
662 	d67 	431 	155019 	5000
431 	d67 	662 	155019 	5000
662 	d67 	431 	155019 	5000
431 	d67 	662 	155019 	5000
285 	d78 	662 	163252 	1000
662 	d78 	285 	163252 	1000
654 	d20 	434 	204137 	16000
434 	d20 	654 	204137 	16000
654 	d20 	434 	204137 	16000
434 	d20 	654 	204137 	16000
662 	d47 	471 	120441 	300
471 	d47 	662 	120441 	300
662 	d47 	471 	120441 	300
471 	d47 	662 	120441 	300
165 	d11 	643 	102137 	100
643 	d11 	165 	102137 	100
171 	d12 	608 	111936 	500
608 	d12 	171 	111936 	500
65 	d26 	655 	092145 	200
655 	d26 	65 	092145 	200
654 	d20 	441 	204905 	31000
441 	d20 	654 	204905 	31000
654 	d20 	441 	204905 	31000
441 	d20 	654 	204905 	31000
403 	d27 	442 	102913 	7000
442 	d27 	403 	102913 	7000
443 	d87 	1918 	161857 	3000
1918 	d87 	443 	161857 	3000
445 	d91 	1918 	134124 	2000
1918 	d91 	445 	134124 	2000
1916 	d91 	1918 	134331 	1000
1918 	d91 	1916 	134331 	1000
74 	d6 	449 	123526 	1500
449 	d6 	74 	123526 	1500
662 	d71 	653 	130227 	5000
653 	d71 	662 	130227 	5000
662 	d71 	653 	130227 	5000
653 	d71 	662 	130227 	5000
662 	d63 	1911 	184413 	6000
1911 	d63 	662 	184413 	6000
662 	d63 	1911 	184413 	6000
1911 	d63 	662 	184413 	6000
662 	d63 	1911 	184413 	6000
1911 	d63 	662 	184413 	6000
65 	d25 	523 	141600 	100
523 	d25 	65 	141600 	100
662 	d67 	457 	154832 	15000
457 	d67 	662 	154832 	15000
662 	d67 	457 	154832 	15000
457 	d67 	662 	154832 	15000
458 	d46 	662 	113905 	3000
662 	d46 	458 	113905 	3000
460 	d46 	662 	130305 	3000
662 	d46 	460 	130305 	3000
662 	d48 	649 	145513 	300
649 	d48 	662 	145513 	300
662 	d48 	649 	145513 	300
649 	d48 	662 	145513 	300
662 	d48 	471 	140250 	300
471 	d48 	662 	140250 	300
662 	d48 	471 	140250 	300
471 	d48 	662 	140250 	300
654 	d20 	467 	203347 	19000
467 	d20 	654 	203347 	19000
654 	d20 	467 	203347 	19000
467 	d20 	654 	203347 	19000
19 	d8 	571 	161210 	100
571 	d8 	19 	161210 	100
19 	d10 	585 	160135 	100
585 	d10 	19 	160135 	100
662 	d51 	471 	160554 	300
471 	d51 	662 	160554 	300
662 	d51 	471 	160554 	300
471 	d51 	662 	160554 	300
10 	d77 	662 	170107 	3000
662 	d77 	10 	170107 	3000
19 	d10 	571 	151200 	100
571 	d10 	19 	151200 	100
1918 	d81 	573 	141311 	5000
573 	d81 	1918 	141311 	5000
1918 	d81 	573 	141311 	5000
573 	d81 	1918 	141311 	5000
476 	d4 	477 	095525 	5500
477 	d4 	476 	095525 	5500
476 	d4 	478 	100044 	5000
478 	d4 	476 	100044 	5000
479 	d5 	563 	115710 	600
563 	d5 	479 	115710 	600
654 	d20 	482 	203941 	38800
482 	d20 	654 	203941 	38800
654 	d20 	482 	203941 	38800
482 	d20 	654 	203941 	38800
510 	d24 	600 	101250 	4000
600 	d24 	510 	101250 	4000
510 	d24 	600 	101250 	4000
600 	d24 	510 	101250 	4000
662 	d46 	486 	132800 	9500
486 	d46 	662 	132800 	9500
662 	d46 	486 	132800 	9500
486 	d46 	662 	132800 	9500
662 	d48 	636 	145712 	300
636 	d48 	662 	145712 	300
662 	d48 	636 	145712 	300
636 	d48 	662 	145712 	300
19 	d8 	520 	121121 	100
520 	d8 	19 	121121 	100
662 	d70 	651 	110840 	10000
651 	d70 	662 	110840 	10000
662 	d70 	651 	110840 	10000
651 	d70 	662 	110840 	10000
662 	d71 	493 	190642 	4900
493 	d71 	662 	190642 	4900
662 	d71 	493 	190642 	4900
493 	d71 	662 	190642 	4900
101 	d53 	662 	084837 	1000
662 	d53 	101 	084837 	1000
495 	d32 	575 	104630 	2000
575 	d32 	495 	104630 	2000
495 	d32 	575 	104630 	2000
575 	d32 	495 	104630 	2000
662 	d48 	499 	145739 	300
499 	d48 	662 	145739 	300
662 	d48 	499 	145739 	300
499 	d48 	662 	145739 	300
662 	d48 	545 	140339 	300
545 	d48 	662 	140339 	300
662 	d48 	545 	140339 	300
545 	d48 	662 	140339 	300
662 	d73 	503 	171445 	5000
503 	d73 	662 	171445 	5000
662 	d73 	503 	171445 	5000
503 	d73 	662 	171445 	5000
662 	d74 	505 	091713 	8000
505 	d74 	662 	091713 	8000
662 	d74 	505 	091713 	8000
505 	d74 	662 	091713 	8000
19 	d8 	585 	161233 	100
585 	d8 	19 	161233 	100
662 	d64 	626 	152342 	3000
626 	d64 	662 	152342 	3000
662 	d64 	626 	152342 	3000
626 	d64 	662 	152342 	3000
575 	d28 	509 	151654 	27000
509 	d28 	575 	151654 	27000
600 	d20 	510 	150042 	300
