24 	d25 	194026 	320048
597 	d25 	172541 	320035
130 	d26 	164044 	319238
662 	d26 	134751 	38927
509 	d25 	194218 	320048
655 	d25 	145307 	179312
614 	d27 	105224 	7072
1968 	d29 	150321 	321606
662 	d29 	094012 	321606
1946 	d30 	172743 	321593
1946 	d30 	172822 	321593
215 	d31 	140750 	20216
1939 	d31 	111338 	494186
1939 	d31 	111427 	494186
1969 	d32 	161256 	13521
147 	d34 	165610 	330608
1959 	d34 	165301 	330608
1959 	d34 	165501 	7310
324 	d35 	124013 	165409
1964 	d37 	123141 	330120
147 	d37 	133549 	330120
1918 	d36 	112426 	330106
1937 	d38 	121700 	327961
147 	d38 	122304 	7041
1951 	d38 	151415 	327961
324 	d38 	150413 	328190
324 	d38 	150347 	328190
569 	d40 	124033 	330019
1941 	d58 	165256 	160450
1936 	d59 	114942 	333477
1936 	d58 	144135 	333477
1941 	d60 	113552 	329398
1948 	d60 	114008 	7297
18 	d59 	140117 	329385
1961 	d61 	171758 	7011
1941 	d61 	121636 	326584
1965 	d61 	184517 	326812
1961 	d61 	185013 	326812
1918 	d41 	113748 	7310
1960 	d67 	105548 	323355
1938 	d32 	153450 	20265
24 	d33 	154433 	171705
24 	d33 	160449 	165128
1970 	d34 	131136 	330608
1937 	d34 	170034 	7324
1956 	d23 	170019 	7035
1938 	d34 	164949 	330608
1959 	d34 	165340 	330608
1951 	d34 	184118 	330621
1918 	d34 	164147 	330621
598 	d24 	125154 	6981
598 	d24 	125104 	38428
637 	d25 	114819 	6969
1971 	d25 	182141 	320035
130 	d25 	194302 	173149
510 	d25 	150550 	320048
18 	d25 	115736 	145098
1972 	d25 	185707 	320048
1973 	d27 	181659 	32577
601 	d0 	174117 	72072
603 	d0 	174209 	454811
621 	d0 	173827 	325069
1939 	d0 	142320 	993013
1918 	d34 	164333 	7324
1911 	d35 	113603 	330608
1951 	d35 	124505 	330106
1940 	d62 	181718 	325585
1940 	d62 	182225 	13710
1942 	d63 	180846 	325212
1933 	d63 	181343 	325212
24 	d27 	164803 	319456
1973 	d27 	181140 	319456
1911 	d41 	113830 	7310
396 	d2 	130234 	454811
601 	d4 	155945 	459494
514 	d5 	205349 	486658
449 	d5 	140707 	466701
449 	d5 	140732 	47329
514 	d6 	153324 	486519
514 	d7 	130654 	499964
569 	d39 	102637 	328190
1964 	d39 	102751 	7270
1951 	d39 	102939 	13819
1974 	d25 	185526 	320048
523 	d25 	114713 	6969
598 	d25 	150936 	38800
523 	d25 	160058 	320048
597 	d25 	114922 	6969
1975 	d25 	153438 	7089
598 	d25 	150614 	319824
384 	d17 	113549 	349407
130 	d31 	125603 	325735
533 	d31 	150155 	7202
1948 	d58 	164154 	333477
369 	d17 	113212 	983827
369 	d17 	113442 	165425
1933 	d66 	104646 	325439
1960 	d66 	104713 	325439
662 	d21 	144908 	38724
662 	d24 	114243 	317587
510 	d24 	120856 	44718
662 	d18 	122119 	7056
607 	d18 	113421 	318740
1918 	d37 	123129 	330120
1957 	d25 	194332 	32637
637 	d25 	145006 	319824
1976 	d9 	151945 	20689
1977 	d9 	192145 	20689
1951 	d32 	192006 	7233
1969 	d34 	165221 	330608
1955 	d68 	110202 	324177
147 	d32 	171052 	326509
1918 	d33 	180309 	165128
250 	d20 	133743 	56935
510 	d20 	161414 	50685
1946 	d28 	173254 	321606
449 	d1 	190402 	454811
514 	d3 	171821 	456775
514 	d3 	171241 	984299
316 	d27 	170323 	38952
130 	d28 	161340 	321606
1968 	d29 	150417 	26378
601 	d5 	140646 	466701
563 	d5 	140830 	466701
565 	d16 	223327 	38763
607 	d16 	223220 	317908
607 	d16 	223300 	38763
1950 	d43 	102137 	327285
1978 	d10 	180550 	493899
588 	d10 	172133 	987051
533 	d27 	105055 	7072
509 	d27 	170404 	32577
215 	d28 	173419 	26378
1941 	d62 	121054 	325585
1961 	d62 	181757 	325585
1948 	d62 	121113 	325585
1979 	d25 	171551 	320035
655 	d25 	172618 	320035
655 	d26 	114516 	320048
597 	d26 	114540 	320048
250 	d26 	164328 	179076
511 	d24 	121358 	44718
1974 	d25 	185502 	320048
597 	d25 	145123 	319824
1954 	d10 	164837 	987051
1956 	d13 	122621 	7145
1942 	d61 	155319 	13761
1954 	d0 	192607 	986740
409 	d11 	124334 	7214
384 	d16 	130150 	317908
662 	d73 	204726 	46294
1939 	d40 	103544 	327048
1972 	d25 	185616 	320048
1978 	d12 	155623 	971624
1950 	d13 	100940 	965194
18 	d67 	133113 	324164
215 	d31 	140653 	325735
1957 	d31 	123306 	325735
250 	d20 	133721 	313172
1936 	d63 	125343 	325439
1958 	d63 	162512 	7209
1980 	d23 	124117 	26048
598 	d24 	115126 	317574
1979 	d25 	171632 	320035
1971 	d25 	182215 	320035
662 	d25 	140647 	320048
1942 	d60 	145720 	329077
511 	d20 	161730 	313172
511 	d20 	161753 	313172
1981 	d66 	104746 	13703
1981 	d67 	160430 	19893
18 	d68 	164146 	330846
250 	d26 	190619 	319238
1946 	d31 	142311 	20216
384 	d16 	130217 	32419
384 	d17 	113447 	317686
384 	d17 	113516 	355751
396 	d1 	173820 	454811
1940 	d64 	172125 	325439
654 	d12 	164041 	971624
1918 	d41 	113621 	330019
662 	d26 	134400 	319251
1950 	d82 	183714 	330061
1957 	d25 	153437 	7089
1974 	d25 	185551 	320048
130 	d25 	194653 	179536
1981 	d63 	203043 	169571
1949 	d63 	203029 	325439
1953 	d63 	203436 	325212
509 	d27 	164921 	319456
1957 	d27 	164939 	319456
130 	d27 	165224 	319456
250 	d26 	190657 	179076
1918 	d82 	173652 	7312
1935 	d65 	195611 	325439
607 	d15 	154451 	317908
1957 	d29 	131010 	321606
24 	d30 	141508 	26378
24 	d30 	141411 	321606
495 	d30 	172609 	321606
510 	d20 	155900 	6937
250 	d21 	145009 	317587
511 	d22 	181252 	317587
412 	d18 	180255 	7056
662 	d73 	204756 	7034
316 	d28 	161301 	32796
509 	d28 	161137 	321606
1973 	d26 	130241 	6849
396 	d2 	130256 	72072
449 	d4 	155424 	459481
449 	d4 	155459 	459481
1954 	d4 	205343 	996901
1952 	d65 	203411 	325426
1949 	d65 	195626 	325439
1952 	d66 	115243 	7209
1961 	d66 	182532 	323355
1940 	d66 	182324 	323355
571 	d7 	102653 	7387
1935 	d65 	195535 	325439
1933 	d66 	105152 	13703
1942 	d66 	114834 	325426
1949 	d65 	195706 	325439
1956 	d10 	200606 	267309
1956 	d10 	200640 	267309
1936 	d58 	164232 	160450
1941 	d58 	164116 	333477
565 	d18 	113802 	318517
1968 	d32 	120720 	326522
571 	d7 	172136 	486431
569 	d35 	123954 	330106
316 	d28 	161320 	26378
1962 	d28 	132758 	180410
509 	d28 	161116 	321606
24 	d28 	141858 	321606
1957 	d34 	110354 	329303
130 	d34 	110204 	329533
1938 	d35 	113602 	330608
147 	d35 	113651 	330608
1982 	d35 	125811 	330106
1970 	d35 	111940 	330621
588 	d9 	145059 	999209
511 	d22 	181320 	317587
511 	d22 	181409 	32386
1956 	d14 	184909 	317908
24 	d29 	135135 	321606
130 	d31 	125450 	325735
1968 	d31 	141917 	13716
585 	d8 	191813 	160491
1937 	d37 	133804 	7313
1964 	d38 	121617 	327961
1937 	d38 	121745 	7041
569 	d38 	150143 	13819
1969 	d33 	181442 	329533
130 	d34 	110224 	329533
147 	d34 	170204 	7310
324 	d34 	184016 	330621
324 	d35 	123943 	171997
147 	d37 	133526 	330120
477 	d10 	144408 	493885
478 	d10 	144527 	493885
571 	d10 	172300 	987051
1954 	d11 	170010 	65812
643 	d11 	164008 	495545
1983 	d1 	190718 	454811
449 	d2 	130917 	454811
603 	d2 	131208 	454811
603 	d4 	163945 	459494
1911 	d32 	152710 	13749
1969 	d32 	161123 	326294
1911 	d32 	152648 	326522
1938 	d32 	153350 	326522
1918 	d32 	153537 	20265
1968 	d32 	121346 	13749
18 	d66 	114913 	325439
1952 	d66 	114845 	325439
1951 	d38 	180225 	7270
1911 	d40 	123941 	330019
1918 	d82 	173609 	7312
449 	d1 	190424 	454811
399 	d1 	190729 	78559
511 	d21 	164036 	32386
662 	d21 	144805 	317587
1981 	d63 	182026 	169344
1936 	d63 	125416 	20198
1911 	d37 	123252 	330120
1957 	d34 	110454 	329303
1970 	d34 	131611 	159062
1968 	d34 	110625 	329303
75 	d1 	190538 	454811
601 	d1 	190643 	78559
569 	d43 	093815 	327298
130 	d30 	172123 	321606
130 	d30 	172229 	321606
1946 	d31 	141552 	325735
1968 	d31 	141635 	325735
603 	d0 	174146 	454811
1953 	d62 	181829 	20207
1943 	d64 	172914 	325439
215 	d31 	140625 	325735
24 	d31 	123955 	20216
399 	d5 	145458 	466701
1941 	d61 	124749 	7239
1981 	d68 	110400 	324177
1941 	d60 	114252 	7297
1943 	d61 	184436 	7011
1948 	d61 	120626 	326812
588 	d13 	131319 	65067
1941 	d59 	115001 	333477
1943 	d61 	184340 	326584
18 	d61 	155037 	326812
511 	d20 	161817 	50685
1956 	d14 	185003 	317908
18 	d62 	171023 	325585
1960 	d63 	191327 	163064
1965 	d63 	203536 	325212
1945 	d34 	184245 	330621
1957 	d31 	123246 	325735
598 	d21 	164349 	32164
1955 	d67 	105811 	20069
1933 	d67 	105510 	323355
18 	d67 	133154 	324164
18 	d67 	140831 	20107
1933 	d67 	105539 	323355
1955 	d66 	104137 	325439
1968 	d28 	173550 	321593
495 	d29 	150154 	321606
1957 	d30 	171949 	321593
1946 	d30 	172704 	321593
1934 	d63 	162526 	7209
1955 	d64 	140858 	20198
1949 	d64 	143036 	7209
1955 	d64 	140632 	325439
1940 	d64 	172222 	7209
1943 	d64 	173000 	13703
1958 	d64 	140741 	325439
520 	d9 	145516 	499964
18 	d68 	164116 	330846
1981 	d68 	110322 	324177
1958 	d66 	104203 	325439
1955 	d66 	104250 	325439
1960 	d66 	104542 	325439
1911 	d33 	181018 	329533
1918 	d33 	180926 	171705
1958 	d64 	141751 	7209
1960 	d64 	140609 	325439
1958 	d65 	133750 	325212
1933 	d64 	140810 	325439
1952 	d65 	193858 	325439
1935 	d65 	195713 	7209
1935 	d65 	195553 	325439
1935 	d65 	195634 	13703
654 	d16 	170106 	317895
18 	d66 	114946 	13703
1934 	d66 	114718 	325439
1981 	d67 	160048 	323950
1978 	d10 	180617 	493899
514 	d11 	165924 	964316
514 	d11 	165950 	482510
1984 	d12 	124432 	7137
1943 	d62 	181857 	325585
1955 	d63 	191247 	163064
662 	d63 	224943 	20185
1942 	d63 	180814 	325212
1960 	d63 	181352 	325212
654 	d14 	141756 	952315
1956 	d14 	184935 	317908
3 	d19 	194511 	45081
662 	d21 	144744 	317587
1960 	d64 	140714 	325439
1961 	d64 	180229 	325212
1934 	d65 	140735 	325439
130 	d32 	110205 	20203
1970 	d34 	131539 	165660
399 	d5 	145603 	47329
621 	d6 	125837 	466568
1954 	d6 	134158 	998939
662 	d22 	154447 	317587
250 	d20 	133803 	50685
1982 	d35 	125654 	330106
1963 	d35 	141154 	7313
369 	d15 	134150 	495323
1936 	d62 	121131 	325585
1941 	d62 	121724 	20207
1955 	d63 	182011 	169344
1952 	d63 	182316 	325212
1934 	d63 	202926 	325439
1965 	d63 	203440 	325212
1944 	d31 	105732 	321381
1944 	d31 	110107 	321381
1968 	d32 	120744 	326522
1964 	d32 	152746 	13749
1937 	d32 	161059 	326294
621 	d1 	190244 	454811
1968 	d34 	110656 	7069
1964 	d34 	164916 	330608
147 	d34 	165531 	330608
1965 	d62 	181654 	325585
1943 	d62 	181824 	325585
1961 	d62 	181728 	325585
1958 	d63 	182054 	169344
1952 	d63 	203122 	169571
601 	d2 	131120 	72072
1911 	d39 	102348 	328190
569 	d39 	104438 	7270
514 	d10 	164917 	493885
75 	d5 	140955 	466701
511 	d20 	155801 	6937
662 	d20 	133608 	50685
511 	d21 	163758 	317587
24 	d28 	141834 	321606
1968 	d28 	173645 	180397
1944 	d29 	111055 	321606
563 	d0 	174053 	454811
563 	d0 	174121 	325069
18 	d64 	161036 	325439
565 	d14 	104537 	998461
369 	d17 	113144 	990171
324 	d32 	193613 	7233
316 	d26 	163920 	319251
637 	d26 	114341 	320048
1918 	d40 	123939 	330019
654 	d13 	150009 	998461
603 	d4 	164015 	66260
1957 	d29 	131120 	26378
1944 	d29 	111119 	173992
1968 	d30 	184444 	321606
399 	d2 	131137 	454811
514 	d3 	171927 	65857
662 	d29 	094133 	26378
495 	d29 	150123 	321606
598 	d22 	181042 	317587
1945 	d39 	102649 	328190
1955 	d63 	191207 	325426
1942 	d64 	153250 	325439
1958 	d65 	134037 	13476
1945 	d38 	150328 	13819
1937 	d39 	104330 	7270
1954 	d9 	160653 	999209
1911 	d39 	102301 	328190
1937 	d39 	102412 	328190
1981 	d66 	104504 	325439
1955 	d67 	105520 	323355
662 	d73 	204901 	7034
662 	d71 	141646 	59742
396 	d4 	141528 	459494
621 	d5 	140601 	466701
399 	d5 	145537 	466701
569 	d43 	093935 	13782
1936 	d62 	121454 	325585
18 	d62 	170954 	325585
1934 	d63 	182636 	325212
1961 	d63 	204013 	13476
1960 	d63 	181431 	169344
1953 	d63 	203543 	325212
1957 	d28 	161103 	321606
130 	d28 	161441 	321606
130 	d28 	161511 	26378
495 	d28 	172946 	321381
1968 	d28 	180630 	321381
1946 	d29 	150148 	321606
130 	d29 	135153 	321606
130 	d29 	135616 	26378
130 	d30 	172200 	321606
1948 	d59 	115234 	333477
520 	d9 	145331 	999209
18 	d60 	152230 	7289
1936 	d59 	115319 	333477
1957 	d32 	110124 	20203
147 	d38 	122026 	327961
1918 	d38 	121514 	327961
1945 	d38 	150303 	328190
1911 	d40 	123900 	330019
1918 	d40 	123913 	330019
569 	d41 	114839 	330019
1961 	d64 	180512 	6982
1943 	d64 	173023 	7209
1965 	d64 	173124 	13703
24 	d31 	123408 	325735
1957 	d31 	123427 	13716
1937 	d31 	200505 	7215
147 	d31 	195805 	7215
1938 	d31 	195918 	7215
1936 	d61 	120455 	326812
1965 	d61 	184545 	326812
1941 	d61 	124729 	13761
18 	d59 	135949 	329385
18 	d60 	151815 	329077
18 	d60 	151845 	329077
1941 	d58 	133104 	7387
1942 	d59 	135828 	329385
1964 	d36 	112214 	330120
1918 	d36 	112812 	7299
1938 	d36 	190436 	330106
510 	d21 	163626 	317587
1953 	d61 	184451 	326812
1943 	d61 	172615 	7226
1936 	d61 	120307 	326812
1965 	d62 	182202 	13710
1940 	d62 	181646 	325585
1943 	d62 	182345 	7212
1965 	d62 	181623 	325585
1964 	d37 	123207 	330120
1951 	d38 	152012 	7041
1918 	d38 	121405 	327961
1937 	d38 	121627 	327961
1911 	d39 	102437 	7270
1941 	d58 	164259 	160450
1964 	d39 	102315 	328190
1936 	d60 	114047 	7297
1950 	d71 	171645 	328598
1936 	d61 	124657 	7239
1961 	d62 	182105 	20207
1961 	d63 	203658 	325212
1942 	d63 	193512 	7209
1962 	d29 	150436 	7111
1968 	d31 	141547 	325735
1944 	d31 	110639 	26153
1918 	d32 	153559 	13749
1947 	d58 	022011 	68763
215 	d29 	150420 	321593
215 	d30 	173707 	26378
598 	d21 	164253 	317365
250 	d21 	145027 	317587
1972 	d22 	163503 	19711
533 	d28 	110802 	7076
1962 	d28 	133718 	180410
1946 	d28 	173349 	26378
1944 	d28 	104840 	6853
598 	d21 	164151 	317365
369 	d15 	113431 	495323
396 	d3 	123913 	456788
1951 	d35 	124423 	330106
1937 	d36 	190606 	165409
1985 	d25 	153720 	7089
511 	d25 	152749 	320048
511 	d25 	152851 	32637
396 	d0 	172559 	7201
75 	d0 	174336 	325069
1983 	d0 	174448 	454811
75 	d1 	190628 	72072
396 	d3 	123958 	72385
603 	d4 	163925 	459494
603 	d6 	130150 	466568
514 	d9 	161026 	999209
1978 	d9 	192218 	20689
585 	d10 	172441 	493885
639 	d10 	135033 	467228
1977 	d10 	142310 	987064
520 	d10 	171412 	493899
520 	d10 	171349 	500563
565 	d15 	154533 	317908
3 	d19 	194533 	38740
598 	d20 	161816 	50685
510 	d22 	181051 	317587
1986 	d22 	162630 	26048
250 	d24 	114423 	317587
1956 	d25 	095325 	6981
1956 	d24 	193859 	6981
1967 	d25 	192213 	320048
662 	d25 	140616 	320048
637 	d25 	165612 	320048
24 	d25 	194006 	320048
1980 	d25 	181619 	320035
1967 	d25 	192126 	320048
316 	d26 	164006 	319251
655 	d26 	114448 	320048
1957 	d28 	161241 	32796
509 	d29 	131222 	321381
533 	d29 	150516 	7111
509 	d28 	161056 	321606
215 	d28 	173108 	321606
1946 	d29 	150116 	321606
1946 	d29 	150248 	26378
1968 	d30 	184845 	32796
1957 	d30 	173230 	32796
1968 	d30 	184906 	26378
24 	d30 	141442 	32796
24 	d31 	123435 	325735
24 	d32 	105905 	19989
1944 	d32 	104309 	325735
1918 	d33 	180903 	329533
1957 	d33 	160734 	329533
1918 	d36 	112339 	330106
147 	d36 	204650 	330120
1911 	d39 	102413 	13819
1938 	d38 	121714 	328190
569 	d38 	150032 	328190
1918 	d38 	121439 	327961
569 	d40 	124102 	330019
569 	d40 	124130 	330019
569 	d42 	111656 	329974
1941 	d59 	115048 	326822
1942 	d60 	145753 	329077
18 	d61 	155226 	13761
1948 	d62 	121435 	325585
1965 	d62 	181552 	325585
1942 	d62 	170716 	325585
1941 	d61 	121718 	326584
1955 	d63 	162450 	7209
1949 	d63 	203058 	169571
1981 	d64 	140836 	325439
1934 	d64 	141142 	325439
1936 	d64 	105556 	325439
1981 	d64 	140714 	325439
1955 	d65 	133720 	325212
1960 	d65 	133729 	19971
1952 	d65 	203454 	169558
1958 	d65 	134013 	19971
1934 	d65 	152154 	325212
1960 	d66 	104619 	325439
1942 	d66 	115038 	20185
1947 	d58 	021119 	135523
1949 	d65 	195854 	7209
1955 	d66 	104415 	325439
1949 	d66 	114758 	325439
1939 	d43 	163615 	100000
1971 	d22 	163411 	19711
130 	d30 	173517 	32796
1933 	d65 	125928 	325212
1933 	d66 	104517 	325439
147 	d32 	171015 	326509
1964 	d32 	152643 	326522
1964 	d32 	152704 	326522
1952 	d66 	115218 	7209
1933 	d67 	105658 	26521
1955 	d67 	105607 	323355
1964 	d38 	121729 	7041
1945 	d39 	102723 	7270
1918 	d39 	092125 	327961
569 	d34 	184130 	330621
24 	d34 	110127 	296652
1938 	d34 	165026 	330608
1970 	d34 	115841 	7069
597 	d26 	114404 	320048
24 	d27 	164827 	319456
1973 	d27 	181121 	319456
598 	d25 	151018 	26027
1957 	d25 	194141 	320048
130 	d25 	194240 	179536
1957 	d26 	161116 	319251
75 	d6 	130104 	466568
449 	d6 	130012 	53970
563 	d6 	130034 	53970
75 	d6 	130138 	466568
130 	d29 	135241 	321606
24 	d29 	131038 	321606
24 	d30 	141344 	321606
1964 	d35 	113513 	330621
1937 	d37 	133532 	330120
1911 	d40 	124021 	7310
3 	d15 	151818 	7029
601 	d6 	125954 	998952
601 	d6 	130020 	466568
369 	d16 	130146 	317908
1936 	d62 	121316 	325585
1935 	d63 	162651 	7209
1911 	d33 	181042 	329533
1918 	d34 	164127 	330621
225 	d34 	165216 	330608
1951 	d35 	124545 	330106
601 	d5 	140732 	47329
514 	d5 	205320 	493315
654 	d17 	152227 	318740
316 	d25 	220436 	32624
1957 	d25 	194121 	320048
662 	d25 	140545 	320048
1961 	d62 	182129 	13710
1943 	d62 	181927 	325585
509 	d26 	163736 	319251
1954 	d7 	130043 	999209
1944 	d29 	115734 	173979
1944 	d30 	122654 	321381
1911 	d35 	113430 	330608
1911 	d35 	113518 	330608
569 	d35 	123915 	330106
569 	d41 	114905 	330019
662 	d70 	120058 	66286
511 	d24 	114803 	317587
1956 	d14 	140710 	7042
654 	d15 	125815 	476500
495 	d31 	140715 	13716
1938 	d32 	153511 	13749
1959 	d32 	161017 	326294
1964 	d32 	152725 	20265
225 	d32 	152731 	326522
1938 	d32 	153409 	326522
601 	d6 	130046 	466568
1968 	d29 	150253 	321606
603 	d5 	140825 	466701
1936 	d62 	121827 	13710
1934 	d63 	203145 	169571
1934 	d64 	141210 	325439
603 	d1 	190756 	78559
399 	d1 	190707 	454811
1942 	d66 	114955 	325426
607 	d15 	154352 	317908
654 	d18 	124813 	318532
1953 	d62 	181736 	325585
1964 	d39 	102415 	328190
1918 	d40 	124004 	330019
569 	d41 	114813 	330019
1940 	d61 	184716 	326812
514 	d11 	170028 	482510
1981 	d68 	110221 	324177
1936 	d64 	105625 	325439
442 	d30 	193437 	7111
1957 	d32 	105418 	325508
130 	d32 	105548 	325508
1968 	d33 	160825 	329533
1981 	d63 	162535 	7209
1955 	d65 	133607 	325212
1981 	d67 	160300 	323950
1954 	d1 	205709 	986740
607 	d16 	223153 	317908
384 	d17 	113612 	343063
662 	d27 	112944 	38927
316 	d27 	165745 	319456
662 	d28 	095146 	32564
533 	d28 	101102 	7076
1947 	d57 	215620 	200000
449 	d4 	155604 	66247
495 	d28 	131910 	7124
1954 	d11 	170050 	59301
1950 	d68 	193800 	331064
1911 	d34 	164331 	317425
1911 	d36 	112509 	330106
514 	d8 	134709 	493321
1958 	d66 	104439 	325439
1934 	d66 	114801 	13703
1935 	d66 	115044 	13703
1949 	d66 	115154 	7209
654 	d9 	192415 	20689
396 	d4 	141621 	66260
571 	d9 	145901 	499245
571 	d9 	145946 	499245
369 	d15 	104457 	6820
384 	d15 	113351 	495323
565 	d15 	154512 	317908
514 	d12 	141523 	476514
510 	d24 	115511 	317587
637 	d25 	165700 	173149
1957 	d33 	160648 	329533
147 	d35 	113735 	330608
324 	d35 	125615 	165409
18 	d57 	154715 	7154
1938 	d36 	190649 	7299
1973 	d27 	181638 	38952
662 	d27 	110746 	319251
1962 	d27 	105947 	7072
621 	d2 	130828 	454811
1983 	d2 	131308 	78559
569 	d42 	115504 	7314
662 	d27 	110813 	319251
1933 	d65 	130044 	325212
18 	d66 	114847 	325439
1935 	d66 	114822 	325439
1949 	d66 	115020 	325439
1952 	d66 	114705 	325439
1949 	d66 	115130 	13703
369 	d16 	130125 	317908
1938 	d38 	121800 	7270
1963 	d38 	151601 	327961
1911 	d38 	121540 	328190
1949 	d64 	142718 	325439
1955 	d64 	140755 	325439
1952 	d64 	141202 	325439
1960 	d65 	133612 	325212
1934 	d65 	152225 	169344
1954 	d3 	143923 	984514
563 	d4 	155334 	459494
1970 	d34 	162616 	330390
1938 	d35 	113642 	330608
1911 	d32 	152628 	326522
621 	d0 	173850 	454811
449 	d1 	190447 	78559
621 	d2 	130804 	454811
509 	d26 	163805 	179089
1957 	d26 	161053 	319251
24 	d27 	164740 	319456
130 	d27 	165130 	319456
563 	d6 	125928 	466568
1918 	d35 	113339 	330621
1938 	d35 	113524 	330608
324 	d35 	123905 	330106
1918 	d35 	113314 	330621
250 	d27 	170408 	38952
24 	d27 	165403 	19827
250 	d27 	165811 	319456
1938 	d34 	164912 	330608
1937 	d34 	165322 	330608
1970 	d35 	111837 	330621
147 	d36 	204603 	330120
662 	d21 	144826 	317587
250 	d22 	154239 	317587
598 	d22 	181104 	38724
1937 	d33 	181217 	329533
601 	d0 	174005 	454811
225 	d34 	165139 	330608
1937 	d34 	165437 	330608
1964 	d35 	113452 	330621
384 	d16 	130105 	317908
1944 	d28 	140848 	321606
662 	d27 	110835 	319251
1944 	d28 	120458 	173979
1968 	d28 	173719 	173979
1960 	d64 	140933 	20198
662 	d73 	204828 	7034
